length,dotsNum,isAtAppers,isHavingIP,slashNum,makafNum,isTinyUrl,isIpInURL,isMailto,subDomainsNum,label
57,4,0,0,4,0,0,0,0,3,1
120,2,0,0,4,0,0,0,0,3,1
25,2,0,0,3,0,0,0,0,1,1
45,3,0,0,4,0,0,0,0,3,0
363,12,0,0,4,1,0,0,0,3,1
70,3,0,0,6,0,1,0,0,4,1
37,1,0,0,4,0,0,0,0,2,1
99,5,0,0,10,1,0,0,0,9,1
58,3,0,0,4,0,1,0,0,3,0
130,6,0,0,13,2,0,0,0,12,1
41,2,0,0,4,0,0,0,0,3,0
38,2,0,0,5,2,0,0,0,3,0
40,2,0,0,4,0,0,0,0,3,1
38,2,0,0,6,0,0,0,0,4,0
55,3,0,0,6,1,0,0,0,5,0
48,3,0,0,5,1,0,0,0,3,0
36,3,0,0,3,0,0,0,0,2,0
132,5,0,0,11,2,0,0,0,10,1
51,5,0,0,4,0,1,0,0,3,1
28,1,0,0,4,0,0,0,0,2,0
72,5,0,0,7,0,0,0,0,6,0
58,2,0,0,7,1,0,0,0,5,0
71,4,0,0,6,1,0,0,0,5,1
64,2,0,0,8,1,0,0,0,6,1
135,2,0,0,7,1,0,0,0,6,0
56,3,0,0,4,0,0,0,0,3,1
26,2,0,0,3,0,0,0,0,1,1
59,4,0,0,5,0,0,0,0,4,0
80,3,0,0,8,1,0,0,0,7,1
26,1,0,0,4,0,0,0,0,2,0
42,3,0,0,3,0,0,0,0,2,0
41,2,0,0,5,0,0,0,0,3,1
124,3,0,0,9,0,0,0,0,8,1
105,3,0,0,8,0,0,0,0,7,1
72,3,0,0,5,0,0,0,0,4,0
78,2,0,0,8,1,0,0,0,7,1
58,4,0,0,5,0,0,0,0,4,0
376,3,0,0,5,11,0,0,0,4,1
50,3,0,0,7,0,0,0,0,6,0
242,14,0,0,3,9,0,0,0,2,1
56,2,0,0,5,0,0,0,0,4,1
34,2,0,0,4,0,0,0,0,2,0
34,3,0,0,4,0,0,0,0,2,0
67,3,0,0,6,2,0,0,0,5,0
50,2,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,2,0
48,3,0,0,5,2,0,0,0,3,0
96,6,0,0,10,1,0,0,0,9,1
59,1,0,0,7,1,0,0,0,5,1
26,2,0,0,4,0,0,0,0,2,0
34,2,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
34,3,0,0,3,0,0,0,0,1,1
70,4,0,0,7,1,0,0,0,6,1
35,3,0,0,4,0,0,0,0,3,0
30,2,0,0,4,0,0,0,0,2,0
98,2,0,0,4,5,0,0,0,3,1
34,2,0,0,4,0,0,0,0,3,0
368,3,0,0,5,8,0,0,0,4,1
19,1,0,0,3,0,0,0,0,2,1
21,1,0,0,4,0,0,0,0,2,1
237,3,0,0,13,2,0,0,0,12,1
40,3,0,0,3,0,0,0,0,2,0
136,3,0,0,12,3,0,0,0,10,1
350,3,0,0,5,5,0,0,0,4,1
112,7,0,0,10,1,0,0,0,9,1
34,2,0,0,4,0,0,0,0,3,0
110,7,0,0,10,1,0,0,0,9,1
66,3,1,0,5,1,0,0,0,4,1
42,3,0,0,3,0,0,0,0,1,1
87,3,0,0,3,1,0,0,0,2,1
34,3,0,0,3,1,0,0,0,2,0
33,3,0,0,4,0,0,0,0,2,0
53,3,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
50,2,0,0,5,0,0,0,0,3,1
34,2,0,0,4,0,0,0,0,3,0
51,2,0,0,5,0,0,0,0,4,1
178,7,0,0,4,6,0,0,0,2,1
46,2,0,0,6,0,0,0,0,5,1
50,4,0,0,4,0,0,0,0,3,1
42,2,0,0,3,0,1,0,0,1,1
42,3,0,0,5,1,0,0,0,3,1
50,3,0,0,4,1,0,0,0,3,0
31,3,0,0,3,0,0,0,0,1,1
25,1,0,0,4,0,0,0,0,2,0
40,2,0,0,4,1,0,0,0,2,0
32,3,0,0,3,0,1,0,0,2,0
41,2,0,0,4,0,0,0,0,2,0
108,1,0,0,6,0,0,0,0,5,1
21,2,0,0,3,1,0,0,0,1,1
54,3,0,0,3,3,1,0,0,2,1
34,2,0,0,4,0,0,0,0,3,0
50,4,0,0,4,1,0,0,0,3,1
54,2,0,0,7,0,0,0,0,5,1
36,3,0,0,3,0,0,0,0,2,0
24,2,0,0,3,0,0,0,0,1,1
41,2,0,0,4,0,0,0,0,2,0
35,4,0,0,3,0,0,0,0,2,0
29,2,0,0,3,1,0,0,0,1,1
46,4,0,0,4,0,0,0,0,3,0
317,12,0,0,6,1,0,0,0,4,1
143,5,0,0,3,2,0,0,0,2,1
55,4,0,0,4,0,0,0,0,3,1
56,1,0,0,7,0,0,0,0,5,1
113,7,0,0,10,1,0,0,0,9,1
63,2,0,0,4,0,0,0,0,3,1
166,2,0,0,6,1,0,0,0,5,1
80,8,0,0,4,0,0,0,0,3,1
26,2,0,0,3,0,0,0,0,2,0
39,3,0,0,5,1,1,0,0,3,1
36,3,0,0,5,0,0,0,0,3,0
40,3,0,0,3,0,0,0,0,2,1
61,4,0,0,5,0,1,0,0,4,1
37,2,0,0,4,0,1,0,0,2,0
74,5,0,0,6,1,0,0,0,4,1
42,3,0,0,3,0,0,0,0,2,0
27,2,0,0,3,0,0,0,0,2,0
40,2,0,0,5,0,0,0,0,4,1
62,3,0,0,5,0,0,0,0,4,1
159,3,0,0,5,3,1,0,0,4,1
149,14,0,0,4,0,0,0,0,2,1
34,3,0,0,5,0,0,0,0,3,1
113,2,0,0,4,0,0,0,0,3,1
28,2,0,0,2,0,0,0,0,1,1
35,2,0,0,4,0,0,0,0,2,0
39,4,0,0,4,0,0,0,0,2,0
101,6,0,0,10,1,0,0,0,9,1
70,2,0,0,5,5,0,0,0,4,0
376,3,0,0,5,9,0,0,0,4,1
33,1,0,0,4,0,0,0,0,2,1
51,3,0,0,5,1,0,0,0,4,0
38,3,0,0,3,0,0,0,0,2,0
54,1,0,0,7,0,0,0,0,5,1
187,12,0,0,6,13,0,0,0,4,1
67,3,0,0,7,1,0,0,0,6,0
51,3,0,0,4,0,0,0,0,3,1
51,2,0,0,6,0,0,0,0,5,1
97,6,0,0,7,1,0,0,0,6,1
42,3,0,0,5,0,0,0,0,4,0
40,1,0,0,4,0,0,0,0,2,1
47,4,0,0,5,0,0,0,0,4,0
33,2,0,0,4,0,0,0,0,3,0
54,2,0,0,6,0,0,0,0,5,1
344,3,0,0,5,5,0,0,0,4,1
41,3,0,0,3,0,0,0,0,2,0
74,2,0,0,6,1,0,0,0,5,1
110,7,0,0,7,0,0,0,0,6,1
34,2,0,0,4,0,0,0,0,3,0
39,3,0,0,5,0,0,0,0,4,1
75,6,0,0,8,0,0,0,0,6,1
41,2,0,0,4,0,0,0,0,3,1
37,2,0,0,5,1,0,0,0,3,0
49,3,0,0,5,0,0,0,0,4,0
48,2,0,0,5,0,0,0,0,3,1
59,3,0,0,3,1,0,0,0,2,1
52,2,0,0,5,1,0,0,0,4,1
40,2,0,0,4,0,0,0,0,3,1
51,3,0,0,5,0,0,0,0,4,0
60,1,0,0,5,0,0,0,0,3,1
46,2,0,0,4,1,0,0,0,3,1
34,2,0,0,2,0,0,0,0,1,1
31,2,0,0,5,0,0,0,0,3,0
350,3,0,0,5,7,0,0,0,4,1
107,5,0,0,6,0,0,0,0,5,1
85,5,0,0,10,1,0,0,0,9,1
49,3,0,0,3,0,0,0,0,2,0
71,3,0,0,6,1,0,0,0,5,1
49,4,0,0,5,0,0,0,0,3,0
92,6,0,0,10,1,0,0,0,9,1
163,15,0,0,8,3,0,0,0,6,1
37,3,0,0,5,0,0,0,0,3,0
45,3,0,0,4,1,0,0,0,3,0
59,3,0,0,7,1,0,0,0,5,0
49,2,0,0,7,0,0,0,0,5,0
39,5,0,0,4,0,0,0,0,3,0
123,6,0,0,14,1,0,0,0,13,1
58,3,0,0,9,0,0,0,0,8,0
69,3,0,0,5,2,0,0,0,4,1
91,5,0,0,6,1,0,0,0,5,1
43,2,0,0,5,1,0,0,0,4,1
68,8,0,0,3,0,0,0,0,2,1
45,2,0,0,5,1,0,0,0,4,1
24,2,0,0,4,0,0,0,0,2,0
33,2,0,0,4,1,0,0,0,2,0
20,1,0,0,4,0,0,0,0,2,1
87,3,0,0,8,0,0,0,0,7,1
38,3,0,0,3,0,0,0,0,2,0
34,1,0,0,5,0,0,0,0,3,1
49,2,0,0,5,0,0,0,0,4,0
30,3,0,0,3,0,0,0,0,1,1
25,2,0,0,3,0,0,0,0,2,0
44,2,0,0,5,0,0,0,0,4,1
163,15,0,0,8,3,0,0,0,6,1
36,3,0,0,3,1,0,0,0,2,0
29,2,0,0,3,0,0,0,0,2,0
241,14,0,0,4,2,0,0,0,2,1
57,1,0,0,5,0,0,0,0,4,0
38,2,0,0,2,2,0,0,0,1,1
90,1,0,0,5,2,0,0,0,3,1
202,4,0,0,4,1,0,0,0,3,1
39,3,0,0,4,0,0,0,0,3,0
23,2,0,0,3,1,0,0,0,2,1
21,1,0,0,3,0,0,0,0,2,1
22,1,0,0,4,0,0,0,0,2,0
60,4,0,0,5,1,1,0,0,4,0
172,2,0,0,4,1,0,0,0,3,1
40,2,0,0,6,0,0,0,0,4,0
36,3,0,0,4,0,0,0,0,3,0
78,2,0,0,7,2,0,0,0,6,1
42,2,0,0,4,0,0,0,0,2,0
53,3,0,0,3,0,0,0,0,2,1
60,4,0,0,5,0,1,0,0,4,0
187,3,0,0,3,0,0,0,0,2,1
60,2,0,0,6,0,0,0,0,4,1
121,2,0,0,4,0,0,0,0,3,1
39,2,0,0,5,0,0,0,0,3,0
97,6,0,0,10,1,0,0,0,9,1
244,4,0,0,9,7,0,0,0,8,1
45,3,0,0,5,1,0,0,0,4,0
57,2,0,0,5,2,0,0,0,4,1
34,2,0,0,4,0,0,0,0,3,0
40,3,0,0,3,0,0,0,0,2,0
34,2,0,0,4,0,0,0,0,3,0
53,4,0,0,6,1,0,0,0,4,1
35,4,0,0,3,0,0,0,0,2,0
39,2,0,0,3,0,0,0,0,1,1
34,2,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
41,3,0,0,4,1,0,0,0,3,0
73,6,0,0,4,1,0,0,0,3,1
55,3,0,0,5,0,0,0,0,4,1
79,3,0,0,5,2,0,0,0,4,1
37,2,0,0,4,0,0,0,0,3,1
40,2,0,0,4,0,0,0,0,3,1
111,7,0,0,7,1,0,0,0,6,1
85,4,0,0,7,1,0,0,0,5,1
48,3,0,0,3,1,0,0,0,2,1
56,2,0,0,5,0,0,0,0,4,1
32,1,0,0,5,1,0,0,0,3,1
59,3,0,0,4,0,0,0,0,3,0
126,5,0,0,12,0,0,0,0,11,1
132,5,0,0,3,3,0,0,0,2,1
376,3,0,0,5,7,0,0,0,4,1
60,3,0,0,3,0,0,0,0,2,0
178,2,0,0,4,1,0,0,0,3,1
70,5,0,0,8,0,0,0,0,7,1
32,2,0,0,4,0,0,0,0,2,0
41,3,0,0,4,0,0,0,0,3,0
65,6,0,0,7,1,0,0,0,6,1
43,3,0,0,3,0,0,0,0,2,0
89,7,0,0,7,1,0,0,0,6,1
40,2,0,0,4,0,0,0,0,2,1
50,3,0,0,5,1,0,0,0,4,0
63,4,0,0,8,0,0,0,0,7,0
51,4,0,0,4,0,0,0,0,3,1
48,2,0,0,5,0,0,0,0,4,1
35,2,0,0,4,0,0,0,0,2,0
178,7,0,0,4,6,0,0,0,2,1
51,4,0,0,5,1,0,0,0,4,1
58,4,0,0,6,0,0,0,0,5,1
45,3,0,0,4,0,0,0,0,3,1
72,3,0,0,12,0,0,0,0,11,1
198,2,0,0,5,1,1,0,0,4,1
26,2,0,0,4,0,0,0,0,2,0
65,1,0,0,7,0,0,0,0,5,1
27,3,0,0,3,0,0,0,0,1,1
88,3,0,0,9,0,0,0,0,7,1
109,12,0,0,5,2,1,0,0,4,1
38,2,0,0,4,0,0,0,0,3,0
94,6,0,0,10,1,0,0,0,9,1
39,2,0,0,5,1,0,0,0,3,0
74,2,0,0,9,1,0,0,0,8,1
41,3,0,0,3,0,0,0,0,2,0
19,1,0,0,3,0,0,0,0,2,1
65,2,0,0,7,1,0,0,0,5,1
59,4,0,0,5,0,0,0,0,4,1
136,7,0,0,7,1,0,0,0,6,1
46,3,0,0,4,0,0,0,0,3,1
30,2,0,0,2,0,0,0,0,1,1
34,2,0,0,4,0,0,0,0,3,0
82,1,0,0,5,0,0,0,0,4,1
30,3,0,0,3,0,0,0,0,2,0
230,7,0,0,3,0,0,0,0,2,1
31,3,0,0,4,0,0,0,0,2,0
40,2,0,0,4,0,0,0,0,3,1
74,3,0,0,4,2,0,0,0,3,1
39,3,0,0,4,0,0,0,0,3,0
52,3,0,0,5,0,0,0,0,4,0
376,3,0,0,5,8,0,0,0,4,1
80,3,0,0,6,1,0,0,0,5,1
53,2,0,0,6,0,0,0,0,4,0
128,2,0,0,6,1,0,0,0,5,1
45,1,0,0,4,2,0,0,0,3,0
40,2,0,0,5,1,0,0,0,3,0
47,3,0,0,4,0,0,0,0,3,0
97,6,0,0,7,1,0,0,0,6,1
163,2,0,0,5,1,0,0,0,4,1
127,6,0,0,7,1,0,0,0,6,1
92,5,0,0,10,1,0,0,0,9,1
34,2,0,0,4,0,0,0,0,3,0
55,3,0,0,6,0,0,0,0,4,0
40,3,0,0,4,0,0,0,0,3,0
34,2,0,0,5,0,0,0,0,3,0
100,7,0,0,10,1,0,0,0,9,1
252,2,0,0,8,0,1,0,0,7,1
37,2,0,0,4,0,0,0,0,2,0
39,1,0,0,5,0,0,0,0,3,0
31,2,0,0,4,0,0,0,0,2,1
196,9,0,0,12,0,0,0,0,11,1
217,2,0,0,7,1,0,0,0,6,1
57,3,0,0,7,0,0,0,0,6,0
60,3,0,0,7,1,0,0,0,5,1
24,2,0,0,3,0,0,0,0,1,1
230,6,0,0,7,1,0,0,0,6,1
49,4,0,0,6,0,0,0,0,5,0
67,3,0,0,7,1,0,0,0,6,0
52,2,0,0,7,1,0,0,0,5,0
215,3,0,0,6,1,0,0,0,5,1
38,3,0,0,3,0,0,0,0,2,0
91,7,0,0,7,1,0,0,0,6,1
30,2,0,0,4,0,0,0,0,2,0
97,6,0,0,7,1,0,0,0,6,1
36,1,0,0,5,0,0,0,0,3,0
50,4,0,0,4,1,1,0,0,3,1
39,3,0,0,5,0,0,0,0,3,0
52,3,0,0,3,0,0,0,0,2,0
24,1,0,0,4,0,0,0,0,2,1
72,3,0,0,6,0,0,0,0,5,1
107,6,0,0,6,0,0,0,0,5,1
34,3,0,0,3,0,0,0,0,2,0
40,2,0,0,4,0,0,0,0,3,1
125,6,0,0,7,1,0,0,0,6,1
33,2,0,0,3,0,0,0,0,1,1
47,3,0,0,3,0,0,0,0,2,0
109,5,0,0,6,1,0,0,0,5,1
29,2,0,0,3,0,0,0,0,2,0
205,13,0,0,3,6,0,0,0,2,1
148,1,0,0,8,0,0,0,0,6,1
52,2,0,0,6,0,0,0,0,4,0
111,2,0,0,3,0,0,0,0,2,1
69,3,0,0,4,0,0,0,0,3,1
58,3,0,0,4,0,0,0,0,3,0
114,9,0,0,6,1,0,0,0,5,1
38,4,0,0,3,0,0,0,0,2,0
34,1,0,0,3,0,0,0,0,2,1
27,2,0,0,5,0,0,0,0,3,0
49,2,0,0,5,0,0,0,0,3,0
22,2,0,0,4,0,1,0,0,2,0
83,1,0,0,5,1,0,0,0,3,1
41,3,0,0,4,0,0,0,0,3,1
37,1,0,0,5,0,0,0,0,3,1
41,2,0,0,3,0,0,0,0,2,0
96,6,0,0,10,1,0,0,0,9,1
48,4,0,0,5,0,0,0,0,4,1
37,3,0,0,4,0,0,0,0,2,0
50,3,0,0,3,0,0,0,0,2,1
34,2,0,0,4,0,0,0,0,3,0
25,2,0,0,3,0,0,0,0,1,1
74,3,0,0,3,1,0,0,0,2,0
76,3,0,0,3,5,0,0,0,2,0
187,12,0,0,5,0,0,0,0,3,1
34,2,0,0,4,0,0,0,0,2,0
115,5,0,0,4,0,0,0,0,3,0
60,2,0,0,7,1,0,0,0,5,0
34,2,0,0,4,0,0,0,0,3,0
154,10,0,0,4,2,0,0,0,2,1
350,3,0,0,5,9,0,0,0,4,1
29,3,0,0,3,0,0,0,0,2,0
62,4,0,0,7,0,0,0,0,6,1
62,2,0,0,5,2,0,0,0,4,1
32,2,0,0,3,0,0,0,0,1,1
29,2,0,0,3,0,0,0,0,1,1
47,4,0,0,5,0,0,0,0,4,0
46,3,0,0,4,0,0,0,0,3,0
58,1,0,0,6,1,0,0,0,4,1
74,6,0,0,4,0,0,0,0,3,1
38,2,0,0,4,0,0,0,0,2,0
32,3,0,0,4,0,0,0,0,2,0
40,2,0,0,4,0,0,0,0,3,1
58,4,0,0,7,0,0,0,0,6,0
78,3,0,0,3,0,0,0,0,2,1
85,4,0,0,7,6,0,0,0,5,1
49,2,0,0,4,0,0,0,0,3,0
31,3,0,0,4,0,0,0,0,2,0
87,6,1,0,4,0,0,0,0,3,1
38,3,0,0,3,0,1,0,0,2,0
74,3,0,0,8,1,0,0,0,7,1
89,7,0,0,7,1,0,0,0,6,1
34,2,0,0,4,0,0,0,0,3,0
24,2,0,0,4,0,0,0,0,2,0
41,2,0,0,4,0,0,0,0,3,1
62,3,0,0,8,0,0,0,0,6,1
34,2,0,0,4,0,0,0,0,3,0
40,2,0,0,3,0,1,0,0,2,0
49,3,0,0,3,1,0,0,0,2,0
76,1,0,0,6,0,0,0,0,4,1
40,2,0,0,4,0,0,0,0,3,1
28,3,0,0,3,0,0,0,0,2,0
54,2,0,0,4,0,0,0,0,3,1
45,2,0,0,5,1,0,0,0,3,0
42,3,0,0,3,0,0,0,0,2,0
53,2,0,0,5,0,1,0,0,3,0
195,9,0,0,6,2,0,0,0,5,1
230,6,0,0,6,2,0,0,0,5,1
36,2,0,0,4,0,0,0,0,3,0
204,3,0,0,5,2,0,0,0,4,1
39,4,0,0,4,1,0,0,0,2,0
27,2,0,0,4,0,0,0,0,2,0
34,2,0,0,4,0,0,0,0,3,0
129,7,0,0,7,1,0,0,0,6,1
38,2,0,0,5,0,0,0,0,3,0
85,4,0,0,6,0,0,0,0,4,1
376,3,0,0,5,6,0,0,0,4,1
54,4,0,0,5,0,0,0,0,4,1
91,7,0,0,7,1,0,0,0,6,1
39,3,0,0,5,0,0,0,0,4,1
48,2,0,0,6,0,0,0,0,4,1
62,3,0,0,4,0,0,0,0,3,1
244,2,0,0,8,0,0,0,0,7,1
29,3,0,0,3,0,0,0,0,2,0
102,5,0,0,12,1,0,0,0,11,1
56,2,0,0,4,0,0,0,0,3,0
85,5,0,0,5,1,0,0,0,4,1
57,2,0,0,8,0,0,0,0,7,0
92,6,0,0,10,1,0,0,0,9,1
95,7,0,0,5,1,0,0,0,4,1
65,2,0,0,4,0,0,0,0,3,1
174,2,0,0,5,1,0,0,0,4,1
36,2,0,0,4,0,0,0,0,3,1
40,3,0,0,5,0,0,0,0,3,0
40,2,0,0,4,0,0,0,0,3,1
39,3,0,0,3,0,1,0,0,2,0
63,4,0,0,5,0,0,0,0,4,0
31,1,0,0,4,1,0,0,0,2,1
35,2,0,0,3,1,0,0,0,2,0
63,3,0,0,4,0,0,0,0,3,1
89,7,0,0,7,1,0,0,0,6,1
48,2,0,0,5,0,0,0,0,3,0
145,12,0,0,6,1,0,0,0,4,1
34,1,0,0,3,0,0,0,0,2,0
27,2,0,0,3,1,0,0,0,1,1
172,10,0,0,6,1,0,0,0,5,1
37,3,0,0,3,0,0,0,0,2,0
40,2,0,0,4,0,0,0,0,3,1
67,2,0,0,7,0,0,0,0,6,1
58,5,0,0,5,0,0,0,0,4,0
34,2,0,0,4,0,0,0,0,3,0
83,1,0,0,5,1,0,0,0,3,1
83,1,0,0,5,1,0,0,0,3,1
57,5,0,0,5,0,1,0,0,4,1
47,3,0,0,3,0,0,0,0,2,0
171,2,0,0,6,1,0,0,0,5,1
50,3,0,0,7,1,0,0,0,6,0
48,2,0,0,5,0,1,0,0,4,1
113,8,0,0,7,0,0,0,0,6,1
190,13,0,0,3,4,0,0,0,1,1
33,2,0,0,4,0,0,0,0,3,0
50,3,0,0,8,0,0,0,0,7,0
225,7,0,0,8,6,0,0,0,6,1
92,3,0,0,8,0,0,0,0,7,1
247,7,0,0,6,2,0,0,0,5,1
30,2,0,0,3,1,0,0,0,2,0
35,2,0,0,3,0,0,0,0,2,0
38,3,0,0,4,0,0,0,0,3,1
40,2,0,0,4,0,0,0,0,3,1
213,13,0,0,4,0,0,0,0,2,1
48,3,0,0,5,0,0,0,0,4,1
49,4,0,0,6,0,0,0,0,5,1
78,6,0,0,4,3,0,0,0,2,1
49,1,0,0,5,0,0,0,0,3,1
33,2,0,0,4,0,0,0,0,3,0
79,3,1,0,3,0,0,0,0,2,1
28,2,0,0,4,0,0,0,0,2,0
66,4,0,0,7,0,0,0,0,6,1
75,4,0,0,5,1,0,0,0,4,1
66,4,0,0,8,0,0,0,0,7,0
28,2,0,0,4,0,0,0,0,2,1
31,2,0,0,4,0,1,0,0,2,0
39,2,0,0,4,0,0,0,0,3,1
36,2,0,0,5,0,0,0,0,3,1
86,2,0,0,4,0,0,0,0,3,1
53,1,0,0,7,1,0,0,0,5,1
129,4,0,0,4,2,0,0,0,3,0
47,1,0,0,5,0,0,0,0,3,0
53,3,0,0,5,0,0,0,0,4,0
130,8,0,0,8,1,1,0,0,6,1
88,3,0,0,8,0,0,0,0,7,1
40,3,0,0,3,0,1,0,0,2,0
72,4,0,0,10,1,0,0,0,9,0
110,7,0,0,7,0,0,0,0,6,1
53,3,0,0,3,0,0,0,0,2,0
58,2,0,0,4,1,0,0,0,3,0
75,6,0,0,4,1,0,0,0,3,1
75,3,0,0,4,1,0,0,0,3,1
79,5,0,0,10,0,0,0,0,9,1
86,2,0,0,4,0,0,0,0,3,1
30,3,0,0,3,0,0,0,0,2,0
63,5,0,0,4,0,0,0,0,3,1
43,3,0,0,4,1,0,0,0,3,0
107,7,0,0,10,1,0,0,0,9,1
39,3,0,0,3,0,0,0,0,2,0
63,4,0,0,9,1,0,0,0,8,0
62,2,0,0,4,0,0,0,0,3,0
36,3,0,0,3,0,1,0,0,2,0
46,3,0,0,6,1,0,0,0,5,0
51,3,0,0,5,0,0,0,0,4,1
96,6,0,0,7,1,0,0,0,5,1
50,2,0,0,4,0,0,0,0,3,0
42,1,0,0,5,0,0,0,0,3,1
43,3,0,0,4,0,0,0,0,3,0
101,5,0,0,21,1,0,0,0,19,1
33,2,0,0,4,0,0,0,0,3,1
30,2,0,0,4,1,0,0,0,2,0
300,5,0,0,10,5,0,0,0,9,1
78,3,0,0,5,0,0,0,0,4,1
135,12,0,0,4,1,0,0,0,2,1
36,1,0,0,5,1,0,0,0,3,1
115,6,0,0,5,1,0,0,0,4,1
42,2,0,0,4,0,0,0,0,3,1
110,6,0,0,6,0,0,0,0,5,1
45,3,0,0,4,0,0,0,0,3,0
67,4,0,0,7,1,0,0,0,6,1
84,7,0,0,5,0,0,0,0,4,1
40,3,0,0,3,0,1,0,0,2,0
35,3,0,0,3,0,0,0,0,2,0
49,3,0,0,5,0,0,0,0,4,0
97,5,0,0,9,1,0,0,0,8,1
32,2,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,2,0
92,6,0,0,8,1,0,0,0,7,1
196,3,0,0,5,1,0,0,0,4,1
40,2,0,0,4,0,0,0,0,2,0
47,3,0,0,3,0,0,0,0,2,0
51,3,0,0,4,0,0,0,0,3,0
76,3,0,0,4,0,0,0,0,3,0
42,2,0,0,4,0,0,0,0,3,1
156,7,0,0,4,0,0,0,0,3,1
67,3,0,0,6,0,1,0,0,5,0
